Customer_ID,Recency,Frequency,Monetary,F_Score,M_Score,R_Score,RFM_Segment,Segment_Name
15203,25,15,4400.18,4,5,4,445,Champions
15204,356,1,316.58,1,2,2,212,Lost
15205,84,2,653.24,1,3,3,313,Regular
15206,9,4,420.29999999999995,2,2,5,522,New
15207,415,3,683.9200000000001,2,3,1,123,Regular
15208,0,6,970.52,3,3,5,533,Regular
15209,729,1,178.98000000000002,1,1,1,111,Lost
15210,224,3,1176.19,2,3,2,223,Regular
15211,59,2,894.4100000000001,1,3,3,313,Regular
15212,240,2,208.28,1,1,2,211,Lost
15213,318,2,328.35,1,2,2,212,Lost
15214,1,8,1661.44,3,4,5,534,Champions
15215,46,7,2422.43,3,4,4,434,Champions
15216,87,2,486.09,1,2,3,312,Regular
15217,562,1,426.24,1,2,1,112,Lost
15218,10,22,11453.83,4,5,5,545,Champions
15219,175,2,685.45,1,3,3,313,Regular
15220,51,6,1778.96,3,4,4,434,Champions
15221,365,4,2062.2000000000003,2,4,2,224,Regular
15222,318,11,3550.91,4,5,2,245,At Risk
15223,225,5,1417.95,3,4,2,234,At Risk
15224,357,5,871.36,3,3,2,233,At Risk
15225,233,1,409.40000000000003,1,2,2,212,Lost
15226,310,1,154.41,1,1,2,211,Lost
15227,36,9,2488.4900000000002,4,4,4,444,Champions
15228,65,6,5580.2699999999995,3,5,3,335,Regular
15229,585,1,160.5,1,1,1,111,Lost
15230,238,2,429.6,1,2,2,212,Lost
15231,620,1,250.26,1,1,1,111,Lost
15232,112,2,612.06,1,3,3,313,Regular
15233,400,1,59.400000000000006,1,1,2,211,Lost
15234,276,1,197.0,1,1,2,211,Lost
15235,217,16,2772.76,4,4,2,244,At Risk
15236,298,1,321.05,1,2,2,212,Lost
15237,1,4,1412.32,2,4,5,524,New
15238,28,3,1071.99,2,3,4,423,New
15239,9,2,780.59,1,3,5,513,New
15240,44,12,4459.98,4,5,4,445,Champions
15241,66,11,3050.16,4,5,3,345,Regular
15242,421,1,302.04,1,2,1,112,Lost
15243,73,2,927.2800000000001,1,3,3,313,Regular
15244,64,3,912.08,2,3,3,323,Regular
15245,133,8,4610.84,3,5,3,335,Regular
15246,237,3,780.4,2,3,2,223,Regular
15247,121,3,976.06,2,3,3,323,Regular
15248,410,3,1893.93,2,4,1,124,Regular
15249,31,18,9266.0,4,5,4,445,Champions
15250,640,1,60.0,1,1,1,111,Lost
15251,8,21,20324.54,4,5,5,545,Champions
15252,35,5,2103.41,3,4,4,434,Champions
15253,15,8,2055.09,3,4,5,534,Champions
15254,126,3,1088.35,2,3,3,323,Regular
15255,66,9,3706.02,4,5,3,345,Regular
15256,148,2,170.4,1,1,3,311,Regular
15257,282,2,685.9,1,3,2,213,Regular
15258,168,2,623.16,1,3,3,313,Regular
15259,512,4,1182.3799999999999,2,3,1,123,Regular
15260,99,25,8767.73,4,5,3,345,Regular
15261,134,4,1508.0,2,4,3,324,Regular
15262,323,3,418.82,2,2,2,222,Lost
15263,106,1,156.51,1,1,3,311,Regular
15264,63,2,848.4,1,3,3,313,Regular
15265,150,4,3345.64,2,5,3,325,Regular
15266,337,5,852.21,3,3,2,233,At Risk
15267,21,5,1717.36,3,4,4,434,Champions
15268,478,3,961.9000000000001,2,3,1,123,Regular
15269,23,3,1225.3600000000001,2,4,4,424,New
15270,15,21,8524.86,4,5,5,545,Champions
15271,6,24,4528.54,4,5,5,545,Champions
15272,56,6,2030.95,3,4,4,434,Champions
15273,599,1,228.96,1,1,1,111,Lost
15274,3,2,716.57,1,3,5,513,New
15275,37,1,615.14,1,3,4,413,New
15276,65,4,619.8,2,3,3,323,Regular
15277,46,2,476.34,1,2,4,412,New
15278,561,4,496.15999999999997,2,2,1,122,Lost
15279,354,5,1580.54,3,4,2,234,At Risk
15280,171,3,397.52,2,2,3,322,Regular
15281,58,16,8543.57,4,5,4,445,Champions
15282,569,1,348.59,1,2,1,112,Lost
15283,389,3,148.33,2,1,2,221,Lost
15284,499,1,24.75,1,1,1,111,Lost
15285,407,1,94.92,1,1,2,211,Lost
15286,49,1,240.55,1,1,4,411,New
15287,21,5,856.03,3,3,4,433,Regular
15288,42,10,3706.53,4,5,4,445,Champions
15289,28,5,1593.09,3,4,4,434,Champions
15290,4,26,10496.28,4,5,5,545,Champions
15291,25,39,13472.76,4,5,4,445,Champions
15292,200,1,178.39,1,1,2,211,Lost
15293,665,1,247.5,1,1,1,111,Lost
15294,410,1,233.35,1,1,1,111,Lost
15295,653,1,207.04,1,1,1,111,Lost
15296,50,12,10323.03,4,5,4,445,Champions
15297,9,3,641.94,2,3,5,523,New
15298,1,23,9061.77,4,5,5,545,Champions
15299,66,9,5556.53,4,5,3,345,Regular
15300,63,1,496.44,1,2,3,312,Regular
15301,50,17,6909.67,4,5,4,445,Champions
15302,729,1,308.0,1,2,1,112,Lost
15303,289,3,1224.18,2,4,2,224,Regular
15304,60,9,796.4000000000001,4,3,3,343,Regular
15305,554,1,93.6,1,1,1,111,Lost
15306,63,9,3484.73,4,5,3,345,Regular
15307,95,1,205.3,1,1,3,311,Regular
15308,273,1,310.47,1,2,2,212,Lost
15309,610,4,797.96,2,3,1,123,Regular
15310,478,1,1634.64,1,4,1,114,Regular
15311,0,207,114671.42,4,5,5,545,Champions
15312,74,12,2930.19,4,5,3,345,Regular
15313,109,1,52.0,1,1,3,311,Regular
15314,198,3,820.4499999999999,2,3,2,223,Regular
15315,63,2,570.5,1,2,3,312,Regular
15316,326,1,165.0,1,1,2,211,Lost
15317,676,1,129.75,1,1,1,111,Lost
15318,3,1,312.62,1,2,5,512,New
15319,283,1,204.5,1,1,2,211,Lost
15320,43,1,267.13,1,1,4,411,New
15321,70,12,6709.7300000000005,4,5,3,345,Regular
15322,85,2,1390.86,1,4,3,314,Regular
15323,562,3,434.6,2,2,1,122,Lost
15324,700,1,140.22000000000003,1,1,1,111,Lost
15325,103,8,1601.46,3,4,3,334,Regular
15326,333,5,1700.52,3,4,2,234,At Risk
15327,52,1,208.75,1,1,4,411,New
15328,407,1,107.24,1,1,2,211,Lost
15329,38,11,2958.83,4,5,4,445,Champions
15330,31,2,714.96,1,3,4,413,New
15331,499,3,767.91,2,3,1,123,Regular
15332,365,6,4892.68,3,5,2,235,At Risk
15333,207,1,1028.56,1,3,2,213,Regular
15334,156,3,347.87,2,2,3,322,Regular
15335,53,1,170.22,1,1,4,411,New
15336,401,1,240.5,1,1,2,211,Lost
15337,410,1,373.02,1,2,1,112,Lost
15338,676,1,277.93,1,1,1,111,Lost
15339,65,7,1821.02,3,4,3,334,Regular
15340,561,1,105.5,1,1,1,111,Lost
15341,80,2,2402.7200000000003,1,4,3,314,Regular
15342,129,1,406.09,1,2,3,312,Regular
15343,86,1,364.5,1,2,3,312,Regular
15344,0,3,563.94,2,2,5,522,New
15345,45,1,393.54,1,2,4,412,New
15346,332,3,596.12,2,2,2,222,Lost
15347,365,4,1162.0,2,3,2,223,Regular
15348,71,1,158.04,1,1,3,311,Regular
15349,157,2,463.90999999999997,1,2,3,312,Regular
15350,372,2,547.6,1,2,2,212,Lost
15351,11,10,3430.22,4,5,5,545,Champions
15352,548,1,111.15,1,1,1,111,Lost
15353,254,7,2794.4700000000003,3,4,2,234,At Risk
15355,28,2,277.05,1,1,4,411,New
15356,30,13,3239.57,4,5,4,445,Champions
15358,4,42,16425.86,4,5,5,545,Champions
15359,662,8,181.35,3,1,1,131,Regular
15360,39,1,427.93,1,2,4,412,New
15361,361,4,689.07,2,3,2,223,Regular
15362,448,2,613.08,1,3,1,113,Regular
15363,372,2,678.11,1,3,2,213,Regular
15364,95,2,913.19,1,3,3,313,Regular
15365,25,13,4557.13,4,5,4,445,Champions
15366,74,7,2389.08,3,4,3,334,Regular
15367,56,11,5081.33,4,5,4,445,Champions
15368,20,2,722.74,1,3,4,413,New
15369,491,11,6251.26,4,5,1,145,At Risk
15370,40,8,3739.01,3,5,4,435,Champions
15371,661,1,59.400000000000006,1,1,1,111,Lost
15372,136,8,6017.06,3,5,3,335,Regular
15373,7,17,3084.54,4,5,5,545,Champions
15374,128,2,307.32,1,2,3,312,Regular
15375,689,1,60.959999999999994,1,1,1,111,Lost
15376,39,3,1221.56,2,4,4,424,New
15377,382,4,1211.75,2,4,2,224,Regular
15378,462,2,246.5,1,1,1,111,Lost
15379,168,8,4877.84,3,5,3,335,Regular
15380,8,11,3248.96,4,5,5,545,Champions
15381,213,5,1890.5700000000002,3,4,2,234,At Risk
15382,14,12,13733.550000000001,4,5,5,545,Champions
15384,169,4,2027.79,2,4,3,324,Regular
15385,39,3,942.08,2,3,4,423,New
15386,185,1,394.14,1,2,3,312,Regular
15387,491,1,468.65,1,2,1,112,Lost
15388,269,1,140.54,1,1,2,211,Lost
15389,171,5,2733.8,3,4,3,334,Regular
15390,395,2,1216.66,1,4,2,214,Regular
15391,583,1,289.87,1,2,1,112,Lost
15392,4,7,2911.62,3,5,5,535,Champions
15393,15,5,891.34,3,3,5,533,Regular
15394,9,11,5286.8,4,5,5,545,Champions
15395,325,1,107.45,1,1,2,211,Lost
15396,112,2,796.38,1,3,3,313,Regular
15397,289,1,94.0,1,1,2,211,Lost
15398,15,2,1345.53,1,4,5,514,New
15399,0,3,815.77,2,3,5,523,New
15400,91,8,1302.3,3,4,3,334,Regular
15401,451,2,216.95000000000002,1,1,1,111,Lost
15402,148,6,1830.12,3,4,3,334,Regular
15403,491,2,170.88,1,1,1,111,Lost
15404,375,1,257.06,1,1,2,211,Lost
15405,188,2,659.84,1,3,2,213,Regular
15406,30,4,975.87,2,3,4,423,New
15407,33,4,1046.74,2,3,4,423,New
15408,263,1,267.18,1,1,2,211,Lost
15409,720,1,131.25,1,1,1,111,Lost
15410,83,10,4685.72,4,5,3,345,Regular
15411,25,4,1348.93,2,4,4,424,New
15412,170,1,190.53,1,1,3,311,Regular
15413,691,5,6798.72,3,5,1,135,At Risk
15414,9,3,774.9000000000001,2,3,5,523,New
15415,312,1,559.61,1,2,2,212,Lost
15416,64,7,4572.82,3,5,3,335,Regular
15417,84,1,508.8,1,2,3,312,Regular
15418,424,2,449.42,1,2,1,112,Lost
15419,24,1,135.86,1,1,4,411,New
15420,433,6,743.0,3,3,1,133,At Risk
15421,58,10,3805.34,4,5,4,445,Champions
15422,322,7,1619.97,3,4,2,234,At Risk
15423,37,3,266.89,2,1,4,421,New
15424,253,3,597.78,2,2,2,222,Lost
15425,399,4,1941.1200000000001,2,4,2,224,Regular
15426,18,9,2156.35,4,4,5,544,Champions
15427,32,3,1430.54,2,4,4,424,New
15428,14,4,762.75,2,3,5,523,New
15429,26,2,397.35,1,2,4,412,New
15430,467,2,954.75,1,3,1,113,Regular
15431,502,1,153.24,1,1,1,111,Lost
15432,22,2,320.76,1,2,4,412,New
15433,213,2,533.3,1,2,2,212,Lost
15434,7,11,2567.06,4,4,5,544,Champions
15435,21,1,149.29,1,1,4,411,New
15436,11,3,1067.75,2,3,5,523,New
15437,261,2,393.45,1,2,2,212,Lost
15438,130,1,156.57999999999998,1,1,3,311,Regular
15439,404,4,1269.05,2,4,2,224,Regular
15440,54,3,383.68,2,2,4,422,New
15441,395,3,1254.21,2,4,2,224,Regular
15442,248,1,594.0,1,2,2,212,Lost
15443,1,14,5114.23,4,5,5,545,Champions
15444,8,2,1411.21,1,4,5,514,New
15445,263,2,284.5,1,1,2,211,Lost
15446,376,3,396.75,2,2,2,222,Lost
15447,330,5,492.88,3,2,2,232,Regular
15448,312,2,788.81,1,3,2,213,Regular
15449,25,3,974.52,2,3,4,423,New
15450,29,1,429.84,1,2,4,412,New
15451,433,2,226.86,1,1,1,111,Lost
15452,29,6,1785.1100000000001,3,4,4,434,Champions
15453,1,7,1371.77,3,4,5,534,Champions
15454,361,2,303.89,1,2,2,212,Lost
15455,597,1,38.25,1,1,1,111,Lost
15456,282,10,2091.52,4,4,2,244,At Risk
15457,261,1,237.07,1,1,2,211,Lost
15458,24,2,370.43999999999994,1,2,4,412,New
15459,416,2,202.82999999999998,1,1,1,111,Lost
15460,353,1,214.26,1,1,2,211,Lost
15461,460,2,429.7,1,2,1,112,Lost
15462,93,4,737.05,2,3,3,323,Regular
15463,28,1,126.14,1,1,4,411,New
15464,337,1,1044.65,1,3,2,213,Regular
15465,19,32,12100.4,4,5,4,445,Champions
15466,84,4,1560.46,2,4,3,324,Regular
15467,8,3,524.88,2,2,5,522,New
15468,50,3,1430.48,2,4,4,424,New
15469,49,3,874.25,2,3,4,423,New
15470,575,1,63.419999999999995,1,1,1,111,Lost
15471,1,3,1292.01,2,4,5,524,New
15472,112,1,371.56,1,2,3,312,Regular
15473,13,8,2046.0,3,4,5,534,Champions
15474,595,1,150.35,1,1,1,111,Lost
15475,76,1,454.10999999999996,1,2,3,312,Regular
15476,379,4,2209.98,2,4,2,224,Regular
15477,649,1,368.4,1,2,1,112,Lost
15478,39,3,1940.98,2,4,4,424,New
15479,732,1,147.4,1,1,1,111,Lost
15480,115,3,3592.25,2,5,3,325,Regular
15481,400,1,1993.34,1,4,2,214,Regular
15482,15,18,14377.36,4,5,5,545,Champions
15483,160,10,810.68,4,3,3,343,Regular
15484,0,6,4652.1,3,5,5,535,Champions
15485,29,7,4810.92,3,5,4,435,Champions
15486,526,1,102.0,1,1,1,111,Lost
15487,679,1,231.32,1,1,1,111,Lost
15488,92,5,431.92,3,2,3,332,Regular
15489,22,8,2419.61,3,4,4,434,Champions
15490,429,1,210.85,1,1,1,111,Lost
15491,94,6,3100.09,3,5,3,335,Regular
15492,27,2,659.4599999999999,1,3,4,413,New
15493,32,9,4113.19,4,5,4,445,Champions
15494,20,5,3702.6,3,5,4,435,Champions
15495,378,1,246.5,1,1,2,211,Lost
15496,630,1,146.14000000000001,1,1,1,111,Lost
15497,17,9,8657.39,4,5,5,545,Champions
15498,2,44,24972.86,4,5,5,545,Champions
15499,723,1,158.65,1,1,1,111,Lost
15500,7,4,1131.56,2,3,5,523,New
15501,404,2,399.95,1,2,2,212,Lost
15502,15,12,9542.92,4,5,5,545,Champions
15503,362,2,257.3,1,1,2,211,Lost
15504,80,4,391.45,2,2,3,322,Regular
15505,52,5,3610.96,3,5,4,435,Champions
15506,22,6,2030.33,3,4,4,434,Champions
15507,171,1,475.86,1,2,3,312,Regular
15508,188,6,1000.27,3,3,2,233,At Risk
15509,379,1,152.41,1,1,2,211,Lost
15510,330,1,250.0,1,1,2,211,Lost
15511,11,5,900.53,3,3,5,533,Regular
15512,155,4,331.58,2,2,3,322,Regular
15513,32,35,26437.05,4,5,4,445,Champions
15514,11,18,6388.28,4,5,5,545,Champions
15515,386,1,171.81,1,1,2,211,Lost
15516,44,3,62.43,2,1,4,421,New
15517,232,1,267.03,1,1,2,211,Lost
15518,63,15,4189.99,4,5,3,345,Regular
15519,382,2,344.61,1,2,2,212,Lost
15520,1,1,343.5,1,2,5,512,New
15521,39,16,7087.64,4,5,4,445,Champions
15522,32,2,397.99,1,2,4,412,New
15523,83,16,17259.19,4,5,3,345,Regular
15524,24,2,591.4,1,2,4,412,New
15525,1,4,887.72,2,3,5,523,New
15526,32,2,148.44,1,1,4,411,New
15527,18,23,5554.04,4,5,5,545,Champions
15528,253,1,229.33,1,1,2,211,Lost
15529,22,12,4781.11,4,5,4,445,Champions
15530,21,5,1808.68,3,4,4,434,Champions
15531,7,2,1972.39,1,4,5,514,New
15532,24,10,3717.2,4,5,4,445,Champions
15533,18,3,807.57,2,3,5,523,New
15534,725,1,162.25,1,1,1,111,Lost
15535,172,6,1044.3700000000001,3,3,3,333,Regular
15536,408,1,259.09,1,1,2,211,Lost
15537,162,1,110.92,1,1,3,311,Regular
15538,537,6,3358.3999999999996,3,5,1,135,At Risk
15539,6,1,538.46,1,2,5,512,New
15540,10,2,460.68,1,2,5,512,New
15541,113,1,85.13000000000001,1,1,3,311,Regular
15542,511,3,855.71,2,3,1,123,Regular
15543,287,2,242.26,1,1,2,211,Lost
15544,8,20,7807.89,4,5,5,545,Champions
15545,53,2,288.96999999999997,1,2,4,412,New
15546,606,2,1079.1000000000001,1,3,1,113,Regular
15547,6,26,10002.65,4,5,5,545,Champions
15548,595,1,158.09,1,1,1,111,Lost
15549,76,8,2330.41,3,4,3,334,Regular
15550,3,12,2211.05,4,4,5,544,Champions
15551,36,7,1679.81,3,4,4,434,Champions
15552,216,2,252.52,1,1,2,211,Lost
15553,59,1,428.93,1,2,3,312,Regular
15554,277,1,217.2,1,1,2,211,Lost
15555,11,36,11233.78,4,5,5,545,Champions
15556,23,1,279.77,1,1,4,411,New
15557,28,1,468.91,1,2,4,412,New
15558,638,1,202.68,1,1,1,111,Lost
15559,567,1,1109.4,1,3,1,113,Regular
15560,397,2,153.52,1,1,2,211,Lost
15561,11,8,1934.3899999999999,3,4,5,534,Champions
15562,351,3,671.4300000000001,2,3,2,223,Regular
15563,21,6,2820.46,3,4,4,434,Champions
15564,462,2,70.74000000000001,1,1,1,111,Lost
15565,49,2,173.16,1,1,4,411,New
15566,392,2,227.87,1,1,2,211,Lost
15567,18,1,186.01,1,1,5,511,New
15568,2,3,758.29,2,3,5,523,New
15569,103,10,3583.45,4,5,3,345,Regular
15570,6,25,8736.49,4,5,5,545,Champions
15571,11,14,3892.35,4,5,5,545,Champions
15572,4,10,3965.2,4,5,5,545,Champions
15573,31,5,1180.47,3,3,4,433,Regular
15574,177,6,1101.44,3,3,3,333,Regular
15575,619,1,30.1,1,1,1,111,Lost
15576,37,1,921.37,1,3,4,413,New
15577,150,5,396.03000000000003,3,2,3,332,Regular
15578,161,1,127.1,1,1,3,311,Regular
15579,68,5,1250.63,3,4,3,334,Regular
15580,376,8,1375.39,3,4,2,234,At Risk
15581,155,34,4505.16,4,5,3,345,Regular
15582,24,3,682.9100000000001,2,3,4,423,New
15583,375,1,95.96,1,1,2,211,Lost
15584,23,6,1268.2,3,4,4,434,Champions
15585,176,1,455.3,1,2,3,312,Regular
15586,592,3,1139.1,2,3,1,123,Regular
15587,49,7,1522.0800000000002,3,4,4,434,Champions
15588,677,1,579.6,1,2,1,112,Lost
15589,255,3,478.53000000000003,2,2,2,222,Lost
15590,381,5,1496.6,3,4,2,234,At Risk
15591,582,3,217.9,2,1,1,121,Lost
15592,46,1,388.58,1,2,4,412,New
15593,70,1,199.8,1,1,3,311,Regular
15594,15,5,1771.78,3,4,5,534,Champions
15595,487,1,357.6,1,2,1,112,Lost
15596,100,9,2727.72,4,4,3,344,Regular
15597,34,2,563.37,1,2,4,412,New
15598,52,2,548.02,1,2,4,412,New
15599,26,3,1250.06,2,4,4,424,New
15600,427,4,1199.31,2,3,1,123,Regular
15601,10,30,14191.74,4,5,5,545,Champions
15602,7,16,3137.96,4,5,5,545,Champions
15603,78,2,88.48,1,1,3,311,Regular
15604,51,1,216.39,1,1,4,411,New
15605,35,9,1741.95,4,4,4,444,Champions
15606,60,17,5230.99,4,5,3,345,Regular
15607,336,9,1708.97,4,4,2,244,At Risk
15608,27,5,1785.98,3,4,4,434,Champions
15609,183,1,298.48,1,2,3,312,Regular
15610,51,1,112.46000000000001,1,1,4,411,New
15611,9,24,2976.28,4,5,5,545,Champions
15612,35,2,195.15,1,1,4,411,New
15613,609,1,433.71999999999997,1,2,1,112,Lost
15614,437,4,3147.36,2,5,1,125,Regular
15615,9,47,21373.97,4,5,5,545,Champions
15616,437,1,317.11,1,2,1,112,Lost
15617,395,3,828.5500000000001,2,3,2,223,Regular
15618,32,4,776.85,2,3,4,423,New
15619,10,1,336.40000000000003,1,2,5,512,New
15620,56,4,1942.36,2,4,4,424,New
15621,3,4,1293.03,2,4,5,524,New
15622,42,17,7852.61,4,5,4,445,Champions
15623,140,8,2437.05,3,4,3,334,Regular
15624,116,4,588.13,2,2,3,322,Regular
15625,103,9,3236.4,4,5,3,345,Regular
15626,74,3,1067.52,2,3,3,323,Regular
15627,456,2,566.9,1,2,1,112,Lost
15628,4,17,5333.08,4,5,5,545,Champions
15629,449,4,2240.9,2,4,1,124,Regular
15630,44,3,1481.4,2,4,4,424,New
15631,641,1,596.67,1,2,1,112,Lost
15632,15,8,3285.31,3,5,5,535,Champions
15633,508,13,4335.96,4,5,1,145,At Risk
15634,16,2,554.65,1,2,5,512,New
15635,395,1,100.35,1,1,2,211,Lost
15636,89,4,1444.58,2,4,3,324,Regular
15637,52,5,797.59,3,3,4,433,Regular
15638,378,6,2265.2,3,4,2,234,At Risk
15639,133,3,1065.08,2,3,3,323,Regular
15640,3,29,23459.51,4,5,5,545,Champions
15641,104,12,5345.55,4,5,3,345,Regular
15642,729,1,105.78000000000002,1,1,1,111,Lost
15643,191,3,664.0,2,3,2,223,Regular
15644,165,4,803.54,2,3,3,323,Regular
15645,18,3,1054.75,2,3,5,523,New
15646,157,5,784.8100000000001,3,3,3,333,Regular
15647,414,1,169.0,1,1,1,111,Lost
15648,203,2,639.5,1,3,2,213,Regular
15649,335,4,1660.35,2,4,2,224,Regular
15650,521,2,553.88,1,2,1,112,Lost
15651,36,5,1259.06,3,4,4,434,Champions
15652,90,5,1405.94,3,4,3,334,Regular
15653,92,2,877.4399999999999,1,3,3,313,Regular
15654,8,2,922.53,1,3,5,513,New
15655,242,1,560.67,1,2,2,212,Lost
15656,44,4,748.5,2,3,4,423,New
15657,22,1,30.0,1,1,4,411,New
15658,189,8,2117.27,3,4,2,234,At Risk
15659,43,3,532.49,2,2,4,422,New
15660,24,15,2603.69,4,4,4,444,Champions
15661,316,8,1215.95,3,4,2,234,At Risk
15662,660,2,283.73,1,1,1,111,Lost
15663,105,1,138.14,1,1,3,311,Regular
15664,50,4,1231.53,2,4,4,424,New
15665,167,5,3987.07,3,5,3,335,Regular
15666,471,2,632.9399999999999,1,3,1,113,Regular
15667,39,1,301.32,1,2,4,412,New
15668,217,1,76.32000000000001,1,1,2,211,Lost
15669,39,4,684.34,2,3,4,423,New
15670,296,2,325.2,1,2,2,212,Lost
15671,18,7,2657.13,3,4,5,534,Champions
15672,724,1,45.300000000000004,1,1,1,111,Lost
15673,87,9,6204.32,4,5,3,345,Regular
15674,72,12,6613.52,4,5,3,345,Regular
15675,80,4,542.04,2,2,3,322,Regular
15676,18,3,3435.76,2,5,5,525,New
15677,48,3,1305.63,2,4,4,424,New
15678,52,3,1825.94,2,4,4,424,New
15679,23,4,781.28,2,3,4,423,New
15680,8,10,4028.69,4,5,5,545,Champions
15681,24,14,2989.7,4,5,4,445,Champions
15682,598,2,318.24,1,2,1,112,Lost
15683,116,2,524.54,1,2,3,312,Regular
15684,546,3,173.95,2,1,1,121,Lost
15685,449,1,55.980000000000004,1,1,1,111,Lost
15686,419,1,90.0,1,1,1,111,Lost
15687,8,9,2993.1,4,5,5,545,Champions
15688,418,1,190.57,1,1,1,111,Lost
15689,119,3,521.03,2,2,3,322,Regular
15690,3,2,239.76,1,1,5,511,New
15691,251,4,571.3,2,2,2,222,Lost
15692,27,1,191.04,1,1,4,411,New
15693,658,1,37.5,1,1,1,111,Lost
15694,0,23,9963.48,4,5,5,545,Champions
15695,266,4,1131.04,2,3,2,223,Regular
15696,32,13,3881.2200000000003,4,5,4,445,Champions
15697,689,1,246.75,1,1,1,111,Lost
15698,623,1,46.2,1,1,1,111,Lost
15699,17,1,309.65,1,2,5,512,New
15700,171,2,696.68,1,3,3,313,Regular
15701,1,4,1529.0,2,4,5,524,New
15702,475,1,112.57000000000001,1,1,1,111,Lost
15703,264,1,211.5,1,1,2,211,Lost
15704,139,6,3734.6600000000003,3,5,3,335,Regular
15705,200,1,143.1,1,1,2,211,Lost
15706,63,4,1060.56,2,3,3,323,Regular
15707,34,4,916.98,2,3,4,423,New
15708,40,9,3887.15,4,5,4,445,Champions
15709,283,2,327.85,1,2,2,212,Lost
15710,416,1,898.87,1,3,1,113,Regular
15711,556,2,420.25,1,2,1,112,Lost
15712,8,12,3472.4100000000003,4,5,5,545,Champions
15713,142,4,839.64,2,3,3,323,Regular
15714,11,5,783.96,3,3,5,533,Regular
15715,555,5,658.02,3,3,1,133,At Risk
15716,145,11,2482.7400000000002,4,4,3,344,Regular
15717,233,5,607.0,3,3,2,233,At Risk
15718,539,1,293.79,1,2,1,112,Lost
15719,32,31,10194.32,4,5,4,445,Champions
15720,23,2,739.22,1,3,4,413,New
15721,11,1,471.40000000000003,1,2,5,512,New
15722,35,11,5234.0,4,5,4,445,Champions
15723,364,4,930.7,2,3,2,223,Regular
15724,200,3,310.85,2,2,2,222,Lost
15725,14,1,415.25,1,2,5,512,New
15726,389,1,321.91,1,2,2,212,Lost
15727,16,15,9371.71,4,5,5,545,Champions
15728,379,2,544.6,1,2,2,212,Lost
15729,212,3,192.55,2,1,2,221,Lost
15730,65,5,1726.58,3,4,3,334,Regular
15731,553,1,125.3,1,1,1,111,Lost
15732,211,10,1543.97,4,4,2,244,At Risk
15733,282,1,162.3,1,1,2,211,Lost
15734,114,4,2263.3,2,4,3,324,Regular
15735,420,1,327.68,1,2,1,112,Lost
15736,434,2,1767.12,1,4,1,114,Regular
15737,14,8,1188.1200000000001,3,3,5,533,Regular
15738,18,41,13043.32,4,5,5,545,Champions
15739,65,1,449.12,1,2,3,312,Regular
15740,48,1,154.88,1,1,4,411,New
15741,457,2,208.62,1,1,1,111,Lost
15742,618,1,156.87,1,1,1,111,Lost
15743,15,4,775.96,2,3,5,523,New
15744,77,1,34.8,1,1,3,311,Regular
15745,18,4,1094.59,2,3,5,523,New
15746,133,1,196.88,1,1,3,311,Regular
15747,12,9,2499.81,4,4,5,544,Champions
15748,39,3,609.8100000000001,2,3,4,423,New
15749,234,3,44534.3,2,5,2,225,Regular
15750,2,18,6452.99,4,5,5,545,Champions
15751,460,11,1380.44,4,4,1,144,At Risk
15752,39,9,3924.91,4,5,4,445,Champions
15753,304,1,79.2,1,1,2,211,Lost
15754,50,9,3037.61,4,5,4,445,Champions
15755,9,17,5993.12,4,5,5,545,Champions
15756,60,4,528.01,2,2,3,322,Regular
15757,65,6,2940.36,3,5,3,335,Regular
15758,24,1,205.25,1,1,4,411,New
15759,217,7,830.9300000000001,3,3,2,233,At Risk
15761,442,1,143.05,1,1,1,111,Lost
15762,64,2,583.75,1,2,3,312,Regular
15763,31,2,1086.92,1,3,4,413,New
15764,87,8,4503.08,3,5,3,335,Regular
15765,666,1,370.63,1,2,1,112,Lost
15766,63,3,831.06,2,3,3,323,Regular
15768,115,34,15308.89,4,5,3,345,Regular
15769,6,46,88612.52,4,5,5,545,Champions
15770,612,1,321.45,1,2,1,112,Lost
15771,603,3,1006.54,2,3,1,123,Regular
15772,417,1,280.88,1,1,1,111,Lost
15773,5,2,774.52,1,3,5,513,New
15774,68,6,1287.09,3,4,3,334,Regular
15775,244,2,150.5,1,1,2,211,Lost
15776,132,1,241.62,1,1,3,311,Regular
15777,240,7,1762.61,3,4,2,234,At Risk
15778,430,1,307.95,1,2,1,112,Lost
15779,462,2,124.08000000000001,1,1,1,111,Lost
15780,183,3,475.28000000000003,2,2,3,322,Regular
15781,24,3,345.46,2,2,4,422,New
15782,9,4,4014.1,2,5,5,525,New
15783,10,1,246.3,1,1,5,511,New
15784,467,2,848.3299999999999,1,3,1,113,Regular
15785,32,16,5969.93,4,5,4,445,Champions
15786,45,5,8501.62,3,5,4,435,Champions
15787,25,3,933.26,2,3,4,423,New
15788,508,1,221.82999999999998,1,1,1,111,Lost
15789,357,6,1962.01,3,4,2,234,At Risk
15790,9,1,218.75,1,1,5,511,New
15791,43,5,3608.34,3,5,4,435,Champions
15792,399,2,933.84,1,3,2,213,Regular
15793,14,8,2399.57,3,4,5,534,Champions
15794,735,2,777.0,1,3,1,113,Regular
15795,149,8,1979.8700000000001,3,4,3,334,Regular
15796,0,17,5170.63,4,5,5,545,Champions
15797,112,5,2806.08,3,4,3,334,Regular
15798,492,3,1535.37,2,4,1,124,Regular
